activity;case;start;end;type;user
send request for travel expense correction;885;27.01.2017 13:03:00;27.01.2017 13:04:00;;
correct travel expense report;885;30.01.2017 12:18:00;30.01.2017 13:14:00;Employee;NL5095
decide on travel expense approval;885;30.01.2017 13:14:00;30.01.2017 13:17:00;Manager;MA6233
send request for travel expense correction;885;30.01.2017 13:17:00;30.01.2017 13:18:00;;
correct travel expense report;885;06.02.2017 05:59:00;06.02.2017 06:45:00;Employee;NL5095
decide on travel expense approval;885;06.02.2017 13:06:00;06.02.2017 13:09:00;Manager;MA6233
send request for travel expense correction;885;06.02.2017 13:09:00;06.02.2017 13:10:00;;
correct travel expense report;885;07.02.2017 07:04:00;07.02.2017 07:32:00;Employee;NL5095
decide on travel expense approval;885;07.02.2017 13:01:00;07.02.2017 13:06:00;Manager;MA6233
send original documents to archive;885;21.02.2017 12:09:00;21.02.2017 12:17:00;Employee;NL5095
calculate payments;885;22.02.2017 07:59:00;22.02.2017 08:36:00;Accounting;GR7476
pay expenses;885;14.03.2017 07:59:00;14.03.2017 08:08:00;Accounting;GR7476
check if expense documents exist;886;14.03.2017 08:43:00;14.03.2017 09:19:00;Employee;RX8685
upload travel expense documents;886;14.03.2017 09:19:00;14.03.2017 09:34:00;Employee;RX8685
file travel expense report;886;14.03.2017 09:34:00;14.03.2017 09:45:00;Employee;RX8685
confirm travel expense report;886;14.03.2017 09:45:00;14.03.2017 09:46:00;Employee;RX8685
decide on travel expense approval;886;14.03.2017 13:02:00;14.03.2017 13:06:00;Manager;JH852
calculate payments;886;29.03.2017 08:20:00;29.03.2017 10:21:00;Accounting;JK6642
send original documents to archive;886;03.04.2017 05:59:00;03.04.2017 07:13:00;Employee;RX8685
pay expenses;886;11.04.2017 09:18:00;11.04.2017 09:23:00;Accounting;JK6642
check if expense documents exist;887;03.01.2017 04:58:00;03.01.2017 06:28:00;Employee;LW4128
file travel expense report;887;03.01.2017 06:28:00;03.01.2017 06:37:00;Employee;LW4128
confirm travel expense report;887;03.01.2017 06:37:00;03.01.2017 06:39:00;Employee;LW4128
decide on travel expense approval;887;03.01.2017 12:59:00;03.01.2017 13:00:00;Manager;TD8091
send original documents to archive;887;23.01.2017 11:55:00;23.01.2017 12:46:00;Employee;LW4128
calculate payments;887;03.02.2017 08:18:00;03.02.2017 08:38:00;Accounting;JH2172
pay expenses;887;17.02.2017 07:59:00;17.02.2017 08:09:00;Accounting;JH2172
check if expense documents exist;888;13.03.2017 05:59:00;13.03.2017 07:02:00;Employee;SU4119
file travel expense report;888;13.03.2017 07:02:00;13.03.2017 07:09:00;Employee;SU4119
confirm travel expense report;888;13.03.2017 07:09:00;13.03.2017 07:11:00;Employee;SU4119
decide on travel expense approval;888;13.03.2017 13:07:00;13.03.2017 13:08:00;Manager;MA6233
send original documents to archive;888;27.03.2017 05:59:00;27.03.2017 07:27:00;Employee;SU4119
calculate payments;888;28.03.2017 08:11:00;28.03.2017 09:50:00;Accounting;FQ3758
pay expenses;888;17.04.2017 09:54:00;17.04.2017 09:59:00;Accounting;FQ3758
check if expense documents exist;889;21.02.2017 05:59:00;21.02.2017 06:36:00;Employee;ST7563
file travel expense report;889;21.02.2017 06:36:00;21.02.2017 06:41:00;Employee;ST7563
confirm travel expense report;889;21.02.2017 06:41:00;21.02.2017 06:43:00;Employee;ST7563
decide on travel expense approval;889;21.02.2017 13:00:00;21.02.2017 13:01:00;Manager;OX4346
send original documents to archive;889;22.02.2017 14:15:00;22.02.2017 14:33:00;Employee;ST7563
calculate payments;889;22.03.2017 11:31:00;22.03.2017 12:26:00;Accounting;WE5108
pay expenses;889;07.04.2017 08:22:00;07.04.2017 09:31:00;Accounting;WE5108
check if expense documents exist;890;20.03.2017 05:59:00;20.03.2017 06:16:00;Employee;GT6397
upload travel expense documents;890;20.03.2017 06:16:00;20.03.2017 06:24:00;Employee;GT6397
file travel expense report;890;20.03.2017 06:24:00;20.03.2017 06:49:00;Employee;GT6397
confirm travel expense report;890;20.03.2017 06:49:00;20.03.2017 06:50:00;Employee;GT6397
decide on travel expense approval;890;20.03.2017 13:06:00;20.03.2017 13:09:00;Manager;CV4719
send request for travel expense correction;890;20.03.2017 13:09:00;20.03.2017 13:09:00;;
correct travel expense report;890;22.03.2017 05:59:00;22.03.2017 06:26:00;Employee;GT6397
decide on travel expense approval;890;22.03.2017 12:59:00;22.03.2017 13:00:00;Manager;CV4719
send original documents to archive;890;11.04.2017 05:59:00;11.04.2017 07:20:00;Employee;GT6397
calculate payments;890;26.04.2017 09:06:00;26.04.2017 11:07:00;Accounting;JK6642
pay expenses;890;05.05.2017 11:02:00;05.05.2017 11:12:00;Accounting;JK6642
check if expense documents exist;891;09.01.2017 05:59:00;09.01.2017 06:32:00;Employee;EX1339
upload travel expense documents;891;09.01.2017 06:32:00;09.01.2017 06:42:00;Employee;EX1339
file travel expense report;891;09.01.2017 06:42:00;09.01.2017 07:01:00;Employee;EX1339
confirm travel expense report;891;09.01.2017 07:01:00;09.01.2017 07:03:00;Employee;EX1339
decide on travel expense approval;891;09.01.2017 13:06:00;09.01.2017 13:08:00;Manager;AK7488
send request for travel expense correction;891;09.01.2017 13:08:00;09.01.2017 13:09:00;;
correct travel expense report;891;16.01.2017 17:59:00;16.01.2017 18:44:00;Employee;EX1339
decide on travel expense approval;891;17.01.2017 12:59:00;17.01.2017 13:06:00;Manager;AK7488
send request for travel expense correction;891;17.01.2017 13:06:00;17.01.2017 13:07:00;;
correct travel expense report;891;23.01.2017 05:59:00;23.01.2017 06:13:00;Employee;EX1339
decide on travel expense approval;891;23.01.2017 12:59:00;23.01.2017 13:03:00;Manager;AK7488
send original documents to archive;891;31.01.2017 11:17:00;31.01.2017 11:21:00;Employee;EX1339
calculate payments;891;02.03.2017 07:59:00;02.03.2017 08:40:00;Accounting;FQ3758
pay expenses;891;20.03.2017 08:54:00;20.03.2017 08:58:00;Accounting;FQ3758
send original documents to archive;892;05.01.2017 03:59:00;09.01.2017 06:17:00;Employee;CV4719
calculate payments;892;29.01.2017 05:59:00;02.02.2017 08:20:00;Accounting;WE5108
pay expenses;892;06.02.2017 09:25:00;06.02.2017 09:36:00;Accounting;WE5108
check if expense documents exist;893;07.03.2017 05:59:00;07.03.2017 06:20:00;Employee;CO4896
upload travel expense documents;893;07.03.2017 06:20:00;07.03.2017 06:24:00;Employee;CO4896
file travel expense report;893;07.03.2017 06:24:00;07.03.2017 06:33:00;Employee;CO4896
confirm travel expense report;893;07.03.2017 06:33:00;07.03.2017 06:35:00;Employee;CO4896
decide on travel expense approval;893;07.03.2017 12:59:00;07.03.2017 13:03:00;Manager;YS1169
send request for travel expense correction;893;07.03.2017 13:03:00;07.03.2017 13:05:00;;
correct travel expense report;893;13.03.2017 10:56:00;13.03.2017 11:53:00;Employee;CO4896
decide on travel expense approval;893;13.03.2017 13:10:00;13.03.2017 13:14:00;Manager;YS1169
send original documents to archive;893;27.03.2017 09:23:00;27.03.2017 10:32:00;Employee;CO4896
calculate payments;893;31.03.2017 11:50:00;31.03.2017 13:22:00;Accounting;FQ3758
pay expenses;893;05.04.2017 09:12:00;05.04.2017 09:15:00;Accounting;FQ3758
check if expense documents exist;894;17.02.2017 11:38:00;17.02.2017 12:09:00;Employee;GA5429
upload travel expense documents;894;17.02.2017 12:09:00;17.02.2017 12:18:00;Employee;GA5429
file travel expense report;894;17.02.2017 12:18:00;17.02.2017 12:26:00;Employee;GA5429
confirm travel expense report;894;17.02.2017 12:26:00;17.02.2017 12:28:00;Employee;GA5429
decide on travel expense approval;894;17.02.2017 13:03:00;17.02.2017 13:05:00;Manager;MA6233
send original documents to archive;894;02.03.2017 10:36:00;02.03.2017 11:02:00;Employee;GA5429
calculate payments;894;03.04.2017 08:59:00;03.04.2017 10:30:00;Accounting;VA7847
pay expenses;894;14.04.2017 08:59:00;14.04.2017 09:11:00;Accounting;VA7847
decide on travel expense approval;895;01.01.2017 14:14:00;02.01.2017 13:02:00;Manager;IC4569
send original documents to archive;895;23.01.2017 05:59:00;23.01.2017 06:20:00;Employee;EJ489
calculate payments;895;13.02.2017 08:27:00;13.02.2017 08:47:00;Accounting;GU1789
pay expenses;895;24.02.2017 08:21:00;24.02.2017 08:31:00;Accounting;GU1789
check if expense documents exist;896;23.02.2017 11:36:00;23.02.2017 11:53:00;Employee;CL3257
file travel expense report;896;23.02.2017 11:53:00;23.02.2017 12:00:00;Employee;CL3257
confirm travel expense report;896;23.02.2017 12:00:00;23.02.2017 12:01:00;Employee;CL3257
decide on travel expense approval;896;23.02.2017 13:01:00;23.02.2017 13:06:00;Manager;MA6233
send original documents to archive;896;06.03.2017 05:59:00;06.03.2017 06:24:00;Employee;CL3257
calculate payments;896;14.03.2017 08:05:00;14.03.2017 08:32:00;Accounting;GR7476
pay expenses;896;29.03.2017 12:28:00;29.03.2017 13:36:00;Accounting;GR7476
send original documents to archive;897;12.01.2017 16:29:00;13.01.2017 19:31:00;Employee;DG2973
calculate payments;897;15.01.2017 05:46:00;16.01.2017 08:59:00;Accounting;WO40
pay expenses;897;02.02.2017 07:59:00;02.02.2017 08:03:00;Accounting;WO40
check if expense documents exist;898;27.02.2017 05:59:00;27.02.2017 06:06:00;Employee;FC9892
upload travel expense documents;898;27.02.2017 06:06:00;27.02.2017 06:13:00;Employee;FC9892
file travel expense report;898;27.02.2017 06:13:00;27.02.2017 06:24:00;Employee;FC9892
confirm travel expense report;898;27.02.2017 06:24:00;27.02.2017 06:24:00;Employee;FC9892
decide on travel expense approval;898;27.02.2017 13:03:00;27.02.2017 13:04:00;Manager;MV9004
send original documents to archive;898;06.03.2017 05:59:00;06.03.2017 06:13:00;Employee;FC9892
calculate payments;898;27.03.2017 07:59:00;27.03.2017 09:32:00;Accounting;FI12
pay expenses;898;31.03.2017 09:22:00;31.03.2017 09:27:00;Accounting;FI12
check if expense documents exist;899;25.01.2017 19:56:00;25.01.2017 20:39:00;Employee;LI6854
upload travel expense documents;899;25.01.2017 20:39:00;25.01.2017 20:55:00;Employee;LI6854
file travel expense report;899;25.01.2017 20:55:00;25.01.2017 21:06:00;Employee;LI6854
confirm travel expense report;899;25.01.2017 21:06:00;25.01.2017 21:08:00;Employee;LI6854
decide on travel expense approval;899;26.01.2017 12:59:00;26.01.2017 13:00:00;Manager;DY1868
send original documents to archive;899;13.02.2017 05:59:00;13.02.2017 06:31:00;Employee;LI6854
calculate payments;899;13.02.2017 08:45:00;13.02.2017 09:25:00;Accounting;WE5108
pay expenses;899;17.02.2017 15:32:00;17.02.2017 15:45:00;Accounting;WE5108
check if expense documents exist;901;13.02.2017 05:59:00;13.02.2017 06:53:00;Employee;UE6463
upload travel expense documents;901;13.02.2017 06:53:00;13.02.2017 07:00:00;Employee;UE6463
file travel expense report;901;13.02.2017 07:00:00;13.02.2017 07:04:00;Employee;UE6463
confirm travel expense report;901;13.02.2017 07:04:00;13.02.2017 07:06:00;Employee;UE6463
decide on travel expense approval;901;13.02.2017 13:10:00;13.02.2017 13:14:00;Manager;YS1169
send original documents to archive;901;20.02.2017 05:59:00;20.02.2017 06:12:00;Employee;UE6463
calculate payments;901;31.03.2017 08:51:00;31.03.2017 10:02:00;Accounting;GR7476
pay expenses;901;12.04.2017 16:50:00;12.04.2017 16:59:00;Accounting;GR7476
check if expense documents exist;902;23.01.2017 05:59:00;23.01.2017 06:18:00;Employee;IA8613
file travel expense report;902;23.01.2017 06:18:00;23.01.2017 06:23:00;Employee;IA8613
confirm travel expense report;902;23.01.2017 06:23:00;23.01.2017 06:26:00;Employee;IA8613
decide on travel expense approval;902;23.01.2017 12:59:00;23.01.2017 13:01:00;Manager;CV4719
send request for travel expense correction;902;23.01.2017 13:01:00;23.01.2017 13:03:00;;
correct travel expense report;902;30.01.2017 13:19:00;30.01.2017 13:33:00;Employee;IA8613
decide on travel expense approval;902;31.01.2017 12:59:00;31.01.2017 13:07:00;Manager;CV4719
send original documents to archive;902;16.02.2017 13:09:00;16.02.2017 13:51:00;Employee;IA8613
calculate payments;902;17.02.2017 07:59:00;17.02.2017 08:25:00;Accounting;CX8911
pay expenses;902;07.03.2017 07:59:00;07.03.2017 08:06:00;Accounting;CX8911
check if expense documents exist;903;15.02.2017 05:59:00;15.02.2017 07:08:00;Employee;VA3514
file travel expense report;903;15.02.2017 07:08:00;15.02.2017 07:16:00;Employee;VA3514
confirm travel expense report;903;15.02.2017 07:16:00;15.02.2017 07:17:00;Employee;VA3514
decide on travel expense approval;903;15.02.2017 12:59:00;15.02.2017 13:01:00;Manager;MA6233
send original documents to archive;903;16.02.2017 05:59:00;16.02.2017 06:57:00;Employee;VA3514
calculate payments;903;16.03.2017 07:59:00;16.03.2017 08:15:00;Accounting;GU1789
pay expenses;903;27.03.2017 08:27:00;27.03.2017 09:39:00;Accounting;GU1789
check if expense documents exist;904;16.02.2017 05:59:00;16.02.2017 06:23:00;Employee;CH3261
upload travel expense documents;904;16.02.2017 06:23:00;16.02.2017 06:37:00;Employee;CH3261
file travel expense report;904;16.02.2017 06:37:00;16.02.2017 06:51:00;Employee;CH3261
confirm travel expense report;904;16.02.2017 06:51:00;16.02.2017 06:53:00;Employee;CH3261
decide on travel expense approval;904;16.02.2017 12:59:00;16.02.2017 13:06:00;Manager;LV1269
send original documents to archive;904;01.03.2017 05:59:00;01.03.2017 06:26:00;Employee;CH3261
calculate payments;904;15.03.2017 08:09:00;15.03.2017 08:35:00;Accounting;VA7847
pay expenses;904;22.03.2017 10:48:00;22.03.2017 10:57:00;Accounting;VA7847
check if expense documents exist;905;17.02.2017 05:59:00;17.02.2017 07:00:00;Employee;FF2228
upload travel expense documents;905;17.02.2017 07:00:00;17.02.2017 07:07:00;Employee;FF2228
file travel expense report;905;17.02.2017 07:07:00;17.02.2017 07:12:00;Employee;FF2228
confirm travel expense report;905;17.02.2017 07:12:00;17.02.2017 07:13:00;Employee;FF2228
decide on travel expense approval;905;17.02.2017 13:02:00;17.02.2017 13:09:00;Manager;TD8091
send original documents to archive;905;22.02.2017 14:55:00;22.02.2017 15:28:00;Employee;FF2228
calculate payments;905;29.03.2017 07:59:00;29.03.2017 09:24:00;Accounting;WE5108
pay expenses;905;12.04.2017 09:08:00;12.04.2017 09:16:00;Accounting;WE5108
check if expense documents exist;906;06.02.2017 06:04:00;06.02.2017 06:43:00;Employee;BY133
file travel expense report;906;06.02.2017 06:43:00;06.02.2017 06:52:00;Employee;BY133
confirm travel expense report;906;06.02.2017 06:52:00;06.02.2017 06:55:00;Employee;BY133
decide on travel expense approval;906;06.02.2017 13:08:00;06.02.2017 13:10:00;Manager;JH852
send original documents to archive;906;23.02.2017 05:59:00;23.02.2017 06:37:00;Employee;BY133
calculate payments;906;13.03.2017 09:44:00;13.03.2017 10:30:00;Accounting;WE5108
pay expenses;906;20.03.2017 08:05:00;20.03.2017 08:09:00;Accounting;WE5108
check if expense documents exist;907;09.01.2017 05:59:00;09.01.2017 06:21:00;Employee;RV949
upload travel expense documents;907;09.01.2017 06:21:00;09.01.2017 06:26:00;Employee;RV949
file travel expense report;907;09.01.2017 06:26:00;09.01.2017 06:45:00;Employee;RV949
confirm travel expense report;907;09.01.2017 06:45:00;09.01.2017 06:47:00;Employee;RV949
decide on travel expense approval;907;09.01.2017 13:03:00;09.01.2017 13:03:00;Manager;TD8091
send original documents to archive;907;09.01.2017 15:03:00;09.01.2017 15:16:00;Employee;RV949
calculate payments;907;06.02.2017 10:13:00;06.02.2017 10:52:00;Accounting;WO40
pay expenses;907;20.02.2017 12:50:00;20.02.2017 12:59:00;Accounting;WO40
calculate payments;908;02.02.2017 05:59:00;06.02.2017 08:16:00;Accounting;VA7847
pay expenses;908;13.02.2017 08:50:00;13.02.2017 09:02:00;Accounting;VA7847
check if expense documents exist;909;01.03.2017 19:52:00;01.03.2017 20:46:00;Employee;KC4707
upload travel expense documents;909;01.03.2017 20:46:00;01.03.2017 20:59:00;Employee;KC4707
file travel expense report;909;01.03.2017 20:59:00;01.03.2017 21:09:00;Employee;KC4707
confirm travel expense report;909;01.03.2017 21:09:00;01.03.2017 21:12:00;Employee;KC4707
decide on travel expense approval;909;02.03.2017 12:59:00;02.03.2017 13:01:00;Manager;MU7591
send request for travel expense correction;909;02.03.2017 13:01:00;02.03.2017 13:02:00;;
correct travel expense report;909;06.03.2017 05:59:00;06.03.2017 06:34:00;Employee;KC4707
decide on travel expense approval;909;06.03.2017 13:02:00;06.03.2017 13:03:00;Manager;MU7591
send original documents to archive;909;24.03.2017 07:32:00;24.03.2017 07:48:00;Employee;KC4707
calculate payments;909;03.04.2017 08:41:00;03.04.2017 10:08:00;Accounting;FI12
pay expenses;909;24.04.2017 11:30:00;24.04.2017 11:39:00;Accounting;FI12
check if expense documents exist;910;13.01.2017 07:58:00;13.01.2017 09:03:00;Employee;NH6775
upload travel expense documents;910;13.01.2017 09:03:00;13.01.2017 09:22:00;Employee;NH6775
file travel expense report;910;13.01.2017 09:22:00;13.01.2017 09:35:00;Employee;NH6775
confirm travel expense report;910;13.01.2017 09:35:00;13.01.2017 09:38:00;Employee;NH6775
decide on travel expense approval;910;13.01.2017 13:01:00;13.01.2017 13:03:00;Manager;CV4719
send request for travel expense correction;910;13.01.2017 13:03:00;13.01.2017 13:05:00;;
correct travel expense report;910;17.01.2017 07:55:00;17.01.2017 08:59:00;Employee;NH6775
decide on travel expense approval;910;17.01.2017 13:00:00;17.01.2017 13:02:00;Manager;CV4719
send original documents to archive;910;18.01.2017 12:21:00;18.01.2017 12:24:00;Employee;NH6775
calculate payments;910;15.02.2017 07:59:00;15.02.2017 08:19:00;Accounting;GU1789
pay expenses;910;01.03.2017 10:30:00;01.03.2017 10:34:00;Accounting;GU1789
upload travel expense documents;912;02.01.2017 06:03:00;02.01.2017 06:16:00;Employee;TN464
file travel expense report;912;02.01.2017 06:16:00;02.01.2017 06:20:00;Employee;TN464
