activity;case;start;end
decide on travel expense approval;2970;15.08.2017 13:59;15.08.2017 14:05
send original documents to archive;2970;04.09.2017 06:59;04.09.2017 07:08
calculate payments;2970;14.09.2017 13:50;14.09.2017 14:19
pay expenses;2970;22.09.2017 09:09;22.09.2017 09:16
file travel request;2971;05.04.2017 07:26;05.04.2017 07:54
check if travel request needs preliminary price inquiry;2971;05.04.2017 07:54;05.04.2017 07:56
decide on approval requirements;2971;05.04.2017 07:56;05.04.2017 07:56
check if booking is necessary;2971;12.04.2017 16:14;12.04.2017 16:19
prepare booking proposal;2971;19.04.2017 15:37;19.04.2017 16:41
send booking proposal to employee;2971;27.04.2017 12:09;27.04.2017 12:11
check booking proposal;2971;27.04.2017 14:27;27.04.2017 14:30
check if travel request is still needed and up to date;2971;01.05.2017 06:59;01.05.2017 07:08
request update of the booking proposal;2971;01.05.2017 07:08;01.05.2017 07:09
prepare booking proposal;2971;08.05.2017 11:57;08.05.2017 12:52
send booking proposal to employee;2971;16.05.2017 08:59;16.05.2017 09:05
check booking proposal;2971;16.05.2017 13:29;16.05.2017 13:31
book travel;2971;24.05.2017 15:01;24.05.2017 17:36
check if expense documents exist;2971;21.08.2017 17:13;21.08.2017 18:00
upload travel expense documents;2971;21.08.2017 18:00;21.08.2017 18:15
file travel expense report;2971;21.08.2017 18:15;21.08.2017 18:24
confirm travel expense report;2971;21.08.2017 18:24;21.08.2017 18:28
decide on travel expense approval;2971;22.08.2017 13:59;22.08.2017 14:02
send original documents to archive;2971;11.09.2017 06:59;11.09.2017 07:15
calculate payments;2971;12.09.2017 08:59;12.09.2017 09:27
pay expenses;2971;29.09.2017 08:59;29.09.2017 09:08
file travel request;2972;05.04.2017 08:44;05.04.2017 08:47
check if travel request needs preliminary price inquiry;2972;05.04.2017 08:47;05.04.2017 08:49
prepare booking proposal;2972;12.04.2017 16:18;12.04.2017 18:04
send booking proposal to employee;2972;19.04.2017 16:08;19.04.2017 16:10
check booking proposal;2972;19.04.2017 17:52;19.04.2017 17:54
transform price inquiry to travel request;2972;19.04.2017 17:58;19.04.2017 17:58
decide on approval requirements;2972;19.04.2017 17:58;19.04.2017 17:59
check if booking is necessary;2972;27.04.2017 14:10;27.04.2017 14:15
prepare booking proposal;2972;05.05.2017 11:30;05.05.2017 13:13
send booking proposal to employee;2972;12.05.2017 15:14;12.05.2017 15:17
check booking proposal;2972;12.05.2017 17:34;12.05.2017 17:40
book travel;2972;22.05.2017 10:57;22.05.2017 12:26
check if expense documents exist;2972;20.06.2017 06:59;20.06.2017 07:04
upload travel expense documents;2972;20.06.2017 07:04;20.06.2017 07:16
file travel expense report;2972;20.06.2017 07:16;20.06.2017 07:29
confirm travel expense report;2972;20.06.2017 07:29;20.06.2017 07:33
decide on travel expense approval;2972;20.06.2017 14:01;20.06.2017 14:06
send original documents to archive;2972;10.07.2017 06:59;10.07.2017 07:28
calculate payments;2972;08.08.2017 09:19;08.08.2017 10:00
pay expenses;2972;28.08.2017 09:56;28.08.2017 10:06
file travel request;2973;05.04.2017 10:15;05.04.2017 10:25
check if travel request needs preliminary price inquiry;2973;05.04.2017 10:25;05.04.2017 10:26
prepare booking proposal;2973;13.04.2017 08:59;13.04.2017 10:17
send booking proposal to employee;2973;20.04.2017 08:59;20.04.2017 09:06
check booking proposal;2973;20.04.2017 15:48;20.04.2017 15:49
check if price inquiry is still needed and up to date;2973;24.04.2017 06:59;24.04.2017 07:05
request update of the booking proposal;2973;24.04.2017 07:05;24.04.2017 07:05
prepare booking proposal;2973;01.05.2017 11:18;01.05.2017 12:19
send booking proposal to employee;2973;09.05.2017 10:13;09.05.2017 10:16
check booking proposal;2973;09.05.2017 15:10;09.05.2017 15:14
check if price inquiry is still needed and up to date;2973;16.05.2017 06:59;16.05.2017 07:02
request update of the booking proposal;2973;16.05.2017 07:02;16.05.2017 07:02
prepare booking proposal;2973;24.05.2017 08:59;24.05.2017 10:54
send booking proposal to employee;2973;01.06.2017 10:48;01.06.2017 10:49
check booking proposal;2973;01.06.2017 15:29;01.06.2017 15:34
transform price inquiry to travel request;2973;01.06.2017 15:37;01.06.2017 15:38
decide on approval requirements;2973;01.06.2017 15:38;01.06.2017 15:39
check if booking is necessary;2973;09.06.2017 16:07;09.06.2017 16:12
check if expense documents exist;2973;13.07.2017 06:59;13.07.2017 07:38
file travel expense report;2973;13.07.2017 07:38;13.07.2017 07:44
confirm travel expense report;2973;13.07.2017 07:44;13.07.2017 07:47
decide on travel expense approval;2973;13.07.2017 13:59;13.07.2017 14:03
send original documents to archive;2973;28.07.2017 11:00;28.07.2017 12:02
calculate payments;2973;04.09.2017 10:07;04.09.2017 10:27
pay expenses;2973;18.09.2017 09:09;18.09.2017 09:14
file travel request;2974;05.04.2017 11:57;05.04.2017 12:09
check if travel request needs preliminary price inquiry;2974;05.04.2017 12:09;05.04.2017 12:11
decide on approval requirements;2974;05.04.2017 12:11;05.04.2017 12:11
check if booking is necessary;2974;13.04.2017 09:54;13.04.2017 09:58
check if expense documents exist;2974;26.06.2017 06:59;26.06.2017 07:19
upload travel expense documents;2974;26.06.2017 07:19;26.06.2017 07:27
file travel expense report;2974;26.06.2017 07:27;26.06.2017 07:34
confirm travel expense report;2974;26.06.2017 07:34;26.06.2017 07:35
decide on travel expense approval;2974;26.06.2017 14:04;26.06.2017 14:06
send original documents to archive;2974;30.06.2017 21:06;30.06.2017 21:31
calculate payments;2974;28.07.2017 14:11;28.07.2017 15:08
pay expenses;2974;07.08.2017 10:03;07.08.2017 10:12
file travel request;2975;05.04.2017 13:23;05.04.2017 13:39
check if travel request needs preliminary price inquiry;2975;05.04.2017 13:39;05.04.2017 13:40
decide on approval requirements;2975;05.04.2017 13:40;05.04.2017 13:40
forward request to approver;2975;05.04.2017 13:40;05.04.2017 13:41
decide on request;2975;05.04.2017 13:59;05.04.2017 14:08
check if booking is necessary;2975;13.04.2017 10:38;13.04.2017 10:41
prepare booking proposal;2975;20.04.2017 09:04;20.04.2017 11:07
send booking proposal to employee;2975;28.04.2017 09:02;28.04.2017 09:04
check booking proposal;2975;28.04.2017 09:42;28.04.2017 09:57
book travel;2975;05.05.2017 15:36;05.05.2017 17:08
check if expense documents exist;2975;10.07.2017 20:09;10.07.2017 20:46
upload travel expense documents;2975;10.07.2017 20:46;10.07.2017 21:20
file travel expense report;2975;10.07.2017 21:20;10.07.2017 21:37
confirm travel expense report;2975;10.07.2017 21:37;10.07.2017 21:40
decide on travel expense approval;2975;11.07.2017 13:59;11.07.2017 14:04
send original documents to archive;2975;17.07.2017 06:59;17.07.2017 07:21
calculate payments;2975;27.07.2017 09:22;27.07.2017 09:44
pay expenses;2975;07.08.2017 09:08;07.08.2017 09:20
file travel request;2976;05.04.2017 15:02;05.04.2017 15:12
check if travel request needs preliminary price inquiry;2976;05.04.2017 15:12;05.04.2017 15:14
decide on approval requirements;2976;05.04.2017 15:14;05.04.2017 15:14
check if booking is necessary;2976;13.04.2017 10:56;13.04.2017 10:57
prepare booking proposal;2976;20.04.2017 09:06;20.04.2017 10:01
send booking proposal to employee;2976;28.04.2017 08:59;28.04.2017 09:01
check booking proposal;2976;28.04.2017 14:41;28.04.2017 14:44
book travel;2976;08.05.2017 09:42;08.05.2017 12:04
check if expense documents exist;2976;20.07.2017 13:31;20.07.2017 14:01
upload travel expense documents;2976;20.07.2017 14:01;20.07.2017 14:09
file travel expense report;2976;20.07.2017 14:09;20.07.2017 14:21
confirm travel expense report;2976;20.07.2017 14:21;20.07.2017 14:22
decide on travel expense approval;2976;20.07.2017 14:22;20.07.2017 14:23
send request for travel expense correction;2976;20.07.2017 14:23;20.07.2017 14:24
correct travel expense report;2976;24.07.2017 06:59;24.07.2017 07:19
decide on travel expense approval;2976;24.07.2017 13:59;24.07.2017 14:00
send original documents to archive;2976;07.08.2017 08:36;07.08.2017 09:14
calculate payments;2976;18.08.2017 08:59;18.08.2017 09:33
pay expenses;2976;28.08.2017 09:25;28.08.2017 09:35
file travel request;2977;05.04.2017 16:22;05.04.2017 16:28
check if travel request needs preliminary price inquiry;2977;05.04.2017 16:28;05.04.2017 16:29
decide on approval requirements;2977;05.04.2017 16:29;05.04.2017 16:30
check if booking is necessary;2977;13.04.2017 11:29;13.04.2017 11:30
prepare booking proposal;2977;20.04.2017 10:06;20.04.2017 10:57
send booking proposal to employee;2977;28.04.2017 09:02;28.04.2017 09:05
check booking proposal;2977;28.04.2017 12:28;28.04.2017 12:40
check if travel request is still needed and up to date;2977;03.05.2017 08:35;03.05.2017 09:23
request update of the booking proposal;2977;03.05.2017 09:23;03.05.2017 09:23
prepare booking proposal;2977;11.05.2017 10:39;11.05.2017 12:27
send booking proposal to employee;2977;18.05.2017 15:32;18.05.2017 15:36
check booking proposal;2977;18.05.2017 18:33;18.05.2017 18:39
check if travel request is still needed and up to date;2977;23.05.2017 20:43;23.05.2017 21:21
request update of the booking proposal;2977;23.05.2017 21:21;23.05.2017 21:22
prepare booking proposal;2977;31.05.2017 16:50;31.05.2017 18:59
send booking proposal to employee;2977;09.06.2017 09:43;09.06.2017 09:48
check booking proposal;2977;09.06.2017 11:58;09.06.2017 12:00
check if travel request is still needed and up to date;2977;16.06.2017 07:51;16.06.2017 08:29
request update of the booking proposal;2977;16.06.2017 08:29;16.06.2017 08:29
prepare booking proposal;2977;26.06.2017 09:08;26.06.2017 11:18
send booking proposal to employee;2977;12.07.2017 08:59;12.07.2017 09:01
check booking proposal;2977;12.07.2017 11:40;12.07.2017 11:45
book travel;2977;21.07.2017 16:52;21.07.2017 18:05
check if expense documents exist;2977;21.08.2017 06:59;21.08.2017 07:39
upload travel expense documents;2977;21.08.2017 07:39;21.08.2017 07:52
file travel expense report;2977;21.08.2017 07:52;21.08.2017 07:58
confirm travel expense report;2977;21.08.2017 07:58;21.08.2017 08:02
decide on travel expense approval;2977;21.08.2017 14:06;21.08.2017 14:14
send original documents to archive;2977;29.08.2017 11:19;29.08.2017 12:13
calculate payments;2977;11.09.2017 09:34;11.09.2017 10:14
pay expenses;2977;25.09.2017 10:06;25.09.2017 10:12
file travel request;2978;05.04.2017 17:55;05.04.2017 17:57
check if travel request needs preliminary price inquiry;2978;05.04.2017 17:57;05.04.2017 17:59
prepare booking proposal;2978;13.04.2017 11:38;13.04.2017 13:40
send booking proposal to employee;2978;20.04.2017 12:36;20.04.2017 12:37
check booking proposal;2978;20.04.2017 17:33;20.04.2017 17:40
check if price inquiry is still needed and up to date;2978;24.04.2017 06:59;24.04.2017 07:09
request update of the booking proposal;2978;24.04.2017 07:09;24.04.2017 07:09
prepare booking proposal;2978;01.05.2017 12:13;01.05.2017 13:14
send booking proposal to employee;2978;09.05.2017 11:31;09.05.2017 11:33
check booking proposal;2978;09.05.2017 14:30;09.05.2017 14:39
check if price inquiry is still needed and up to date;2978;15.05.2017 11:34;15.05.2017 11:36
request update of the booking proposal;2978;15.05.2017 11:36;15.05.2017 11:37
prepare booking proposal;2978;23.05.2017 12:13;23.05.2017 13:31
send booking proposal to employee;2978;31.05.2017 12:56;31.05.2017 12:58
check booking proposal;2978;31.05.2017 13:21;31.05.2017 13:29
transform price inquiry to travel request;2978;31.05.2017 13:33;31.05.2017 13:33
decide on approval requirements;2978;31.05.2017 13:33;31.05.2017 13:34
check if booking is necessary;2978;08.06.2017 12:34;08.06.2017 12:40
prepare booking proposal;2978;16.06.2017 15:56;16.06.2017 17:37
send booking proposal to employee;2978;26.06.2017 13:01;26.06.2017 13:03
check booking proposal;2978;26.06.2017 15:53;26.06.2017 15:55
book travel;2978;12.07.2017 12:02;12.07.2017 14:44
check if expense documents exist;2978;03.10.2017 06:59;03.10.2017 07:19
file travel expense report;2978;03.10.2017 07:19;03.10.2017 07:37
confirm travel expense report;2978;03.10.2017 07:37;03.10.2017 07:37
decide on travel expense approval;2978;03.10.2017 13:59;03.10.2017 14:02
send original documents to archive;2978;09.10.2017 06:59;09.10.2017 07:51
calculate payments;2978;23.10.2017 09:40;23.10.2017 10:20
pay expenses;2978;26.10.2017 10:31;26.10.2017 10:35
file travel request;2979;05.04.2017 19:20;05.04.2017 19:33
check if travel request needs preliminary price inquiry;2979;05.04.2017 19:33;05.04.2017 19:34
decide on approval requirements;2979;05.04.2017 19:34;05.04.2017 19:35
check if booking is necessary;2979;13.04.2017 12:29;13.04.2017 12:33
prepare booking proposal;2979;20.04.2017 11:56;20.04.2017 12:19
send booking proposal to employee;2979;28.04.2017 09:05;28.04.2017 09:07
check booking proposal;2979;28.04.2017 09:10;28.04.2017 09:12
book travel;2979;05.05.2017 15:15;05.05.2017 15:36
check if expense documents exist;2979;12.06.2017 06:59;12.06.2017 07:25
upload travel expense documents;2979;12.06.2017 07:25;12.06.2017 07:33
file travel expense report;2979;12.06.2017 07:33;12.06.2017 07:38
confirm travel expense report;2979;12.06.2017 07:38;12.06.2017 07:42
decide on travel expense approval;2979;12.06.2017 14:02;12.06.2017 14:04
send original documents to archive;2979;26.06.2017 06:59;26.06.2017 07:07
calculate payments;2979;19.07.2017 15:22;19.07.2017 16:01
pay expenses;2979;24.07.2017 10:19;24.07.2017 10:32
file travel request;2980;05.04.2017 20:59;05.04.2017 21:12
check if travel request needs preliminary price inquiry;2980;05.04.2017 21:12;05.04.2017 21:12
decide on approval requirements;2980;05.04.2017 21:12;05.04.2017 21:13
check if booking is necessary;2980;13.04.2017 12:52;13.04.2017 12:54
prepare booking proposal;2980;20.04.2017 12:02;20.04.2017 13:52
send booking proposal to employee;2980;28.04.2017 09:43;28.04.2017 09:46
check booking proposal;2980;28.04.2017 10:51;28.04.2017 10:57
book travel;2980;05.05.2017 16:48;05.05.2017 17:04
check if expense documents exist;2980;30.06.2017 06:59;30.06.2017 07:53
file travel expense report;2980;30.06.2017 07:53;30.06.2017 08:07
confirm travel expense report;2980;30.06.2017 08:07;30.06.2017 08:07
decide on travel expense approval;2980;30.06.2017 14:00;30.06.2017 14:02
send original documents to archive;2980;10.07.2017 06:59;10.07.2017 07:20
calculate payments;2980;31.07.2017 11:40;31.07.2017 12:38
pay expenses;2980;17.08.2017 09:09;17.08.2017 09:19
file travel request;2981;05.04.2017 22:40;05.04.2017 22:54
check if travel request needs preliminary price inquiry;2981;05.04.2017 22:54;05.04.2017 22:55
prepare booking proposal;2981;13.04.2017 13:11;13.04.2017 13:43
send booking proposal to employee;2981;20.04.2017 13:02;20.04.2017 13:05
check booking proposal;2981;20.04.2017 13:57;20.04.2017 14:01
transform price inquiry to travel request;2981;20.04.2017 14:14;20.04.2017 14:14
decide on approval requirements;2981;20.04.2017 14:14;20.04.2017 14:14
check if booking is necessary;2981;28.04.2017 09:55;28.04.2017 09:56
check if expense documents exist;2981;17.07.2017 06:59;17.07.2017 07:52
upload travel expense documents;2981;17.07.2017 07:52;17.07.2017 07:58
file travel expense report;2981;17.07.2017 07:58;17.07.2017 08:06
confirm travel expense report;2981;17.07.2017 08:06;17.07.2017 08:09
decide on travel expense approval;2981;17.07.2017 14:06;17.07.2017 14:07
send original documents to archive;2981;31.07.2017 06:59;31.07.2017 07:09
calculate payments;2981;07.08.2017 09:26;07.08.2017 10:20
pay expenses;2981;18.08.2017 09:32;18.08.2017 09:35
file travel request;2982;06.04.2017 06:59;06.04.2017 07:18
check if travel request needs preliminary price inquiry;2982;06.04.2017 07:18;06.04.2017 07:19
decide on approval requirements;2982;06.04.2017 07:19;06.04.2017 07:21
check if booking is necessary;2982;13.04.2017 13:40;13.04.2017 13:42
check if expense documents exist;2982;23.06.2017 06:59;23.06.2017 07:11
file travel expense report;2982;23.06.2017 07:11;23.06.2017 07:20
confirm travel expense report;2982;23.06.2017 07:20;23.06.2017 07:22
decide on travel expense approval;2982;23.06.2017 13:59;23.06.2017 14:03
send request for travel expense correction;2982;23.06.2017 14:03;23.06.2017 14:03
correct travel expense report;2982;29.06.2017 19:53;29.06.2017 20:44
decide on travel expense approval;2982;30.06.2017 13:59;30.06.2017 14:03
send original documents to archive;2982;17.07.2017 06:59;17.07.2017 07:12
